ASSOC_ID,FEATURE,DRUG_ID,DRUG_NAME,DRUG_TARGET,N_FEATURE_neg,N_FEATURE_pos,FEATURE_pos_logIC50_MEAN,FEATURE_neg_logIC50_MEAN,FEATURE_delta_MEAN_IC50,FEATURE_IC50_effect_size,FEATURE_neg_Glass_delta,FEATURE_pos_Glass_delta,FEATURE_neg_IC50_sd,FEATURE_pos_IC50_sd,FEATURE_IC50_T_pval,ANOVA_FEATURE_pval,ANOVA_TISSUE_pval,ANOVA_MSI_pval,ANOVA_MEDIA_pval,ANOVA_FEATURE_FDR
63,San Vicente,1,nkill,Hijacking,7797,225,7.453333333333333,3.466846222906246,3.9864871104270874,0.34330732717705337,0.34914289330730647,0.23393301818934323,11.417924256353931,17.04114768100184,3.92316806763681e-07,3.923168067661967e-07,,,,0.0008799105523184698
64,Panama.1,6,nwoundus,Hijacking,192,10,3.0,0.296875,2.703125,1.6959610678854782,3.0699928177650597,0.4274015900071325,0.8804988025893371,6.324555320336759,4.284752392508968e-07,4.2847523925089944e-07,,,,0.0009459929891586264
65,Anti-Communist Commando of the South,3,success,Hijacking,10340,4,50.0,96.48936170212765,-46.48936170212765,2.5225729687364975,2.525805018357841,0.8052193647953184,18.40576028800229,57.735026918962575,4.6322597381824934e-07,4.632259738178612e-07,,,,0.0010069820015455968
66,Honduras,4,propvalue,Hijacking,2468,31,707512.9354838709,103576.33311993517,603936.6023639358,0.9128658799945665,0.9958608021247577,0.24280170051678632,606446.8056935099,2487365.620086265,4.7124791588126795e-07,4.712479158803725e-07,,,,0.001008898947180252
67,Incendiary,1,nkill,Hijacking,7631,391,0.7186700767263428,3.725199842746691,-3.006529766020348,0.25890202968796866,0.25330325285875543,0.730566299648837,11.869289999591205,4.115341437820912,6.065977203372665e-07,6.065977203408398e-07,,,,0.0012792874311068757
68,Guatemala,3,success,Hijacking,8450,1894,94.56177402323125,96.89940828402366,-2.337634260792413,0.12683968700142062,0.1348552972402854,0.10305651516023644,17.33438959114237,22.683032287262623,6.162232181409532e-07,6.162232181498905e-07,,,,0.0012804755988908756
69,Nicaragua,3,success,Hijacking,8386,1958,98.31460674157303,96.04102074886715,2.2735859927058755,0.12336005977432458,0.1165911250262901,0.1765797122044581,19.50050651105052,12.875692027821046,9.019429547877465e-07,9.019429547837924e-07,,,,0.0018470223117528963
70,Costa Rica,3,success,Hijacking,10304,40,82.5,96.52562111801242,-14.025621118012424,0.7609613448249981,0.7658454509470953,0.36448395262973626,18.313905371726644,38.480764425479265,1.5816265330296638e-06,1.5816265330330451e-06,,,,0.0031926261302509893
71,Pointe-a-Pitre,3,success,Hijacking,10313,31,80.64516129032258,96.51895665664695,-15.873795366324373,0.8612280283510368,0.8659617231341694,0.3952543170995144,18.330827959545893,40.16096644512494,1.7085256892916336e-06,1.708525689288605e-06,,,,0.0034002067591053504
72,La Union,1,nkill,Hijacking,7970,52,11.076923076923077,3.529736511919699,7.547186565003377,0.649786752557198,0.65262471290758,0.4233336472431454,11.564359141993073,17.82798654005545,3.0540490573078997e-06,3.0540490573264205e-06,,,,0.0059935712750031
73,20 December Movement (M-20),3,success,Hijacking,10328,16,75.0,96.50464756003099,-21.50464756003099,1.1666618004762295,1.1708242322762719,0.4808585377640428,18.367101540273445,44.721359549995796,3.154792579277059e-06,3.154792579284571e-06,,,,0.006106468376067259
74,Usulutan,7,nhostkid,Hijacking,822,22,714.9545454545455,1.0182481751824817,713.936297279363,0.9948477621114173,1.6391621818438193,0.19626322356368694,435.54951742254593,3637.6468515900656,4.760607325517783e-06,4.760607325518906e-06,,,,0.009090186690484073
75,Weapon type Unknown,3,success,Hijacking,9354,990,93.93939393939394,96.73936283942699,-2.7999689000330505,0.15189484836264996,0.1576438902936888,0.11728753290586554,17.761353737317314,23.87268988154345,5.561039272533117e-06,5.5610392722722e-06,,,,0.010476997988960825
76,Rio San Juan,5,nwound,Hijacking,7834,40,4.3,1.1257339800868011,3.1742660199131985,0.7174206975183128,0.7212474945122662,0.40579248824247094,4.401077361190353,7.82238733314476,6.104312785736954e-06,6.104312785774486e-06,,,,0.011349202587235985
